Bottom Zone List for /home/santhosh/work/fonts/Malini/fonts/Malini/otf/Malini-Regular.otf on Mon Jan 23 15:29:25 2023
count   height    glyphs
   19      -21    [ae ml_llla ml_llla_sign_u ml_llla_sign_uu ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_uu ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
    5      -20    [ae ml_ma_virama_pa_virama_ra ml_sa_virama_la ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu]
   21      -19    [u ucircumflex uacute uring umacron ugrave udieresis utilde ubreve uogonek uhungarumlaut]
   16      -18    [cent ml_nga_virama_ka ml_bha ml_ya_virama_ya ml_ga_virama_la ml_ddha_sign_u ml_ddha_sign_uu ml_ya_sign_u ml_ya_sign_uu ml_da_virama_dha_sign_u ml_da_virama_dha_sign_uu ml_ya_virama_ya_sign_u ml_ya_virama_ya_sign_uu]
  367      -17    [zero C G J O Oslash a c copyright e ft o oe oslash p t thorn ml_a ml_aa ml_vocalic_l ml_ai ml_o ml_oo ml_au ml_ka ml_ka_sign_u ml_ka_sign_uu ml_ka_sign_vocalic_r ml_ka_virama_ka ml_ka_virama_ka_sign_u ml_ka_virama_ka_sign_uu ml_ka_virama_ka_virama_ra ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_ka_virama_ra ml_ka_virama_ssa ml_ga ml_ga_sign_u ml_ga_sign_uu ml_ga_sign_vocalic_r ml_ga_virama_ga ml_ga_virama_da ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_ga_virama_na ml_ga_virama_na_sign_u ml_ga_virama_na_sign_uu ml_ga_virama_ma ml_ga_virama_ra ml_nga ml_nga_virama_ka ml_nga_virama_ka_sign_u ml_nga_virama_ka_sign_uu ml_nga_virama_ka_sign_vocalic_r ml_ja_virama_nya ml_jha ml_nya ml_nya_virama_ca ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_nya_virama_nya ml_tta_virama_ra ml_ttha ml_dda ml_dda_sign_vocalic_r ml_dda_virama_dda ml_dda_virama_ddha ml_dda_virama_ra ml_ddha ml_nna ml_nna_sign_u ml_nna_sign_uu ml_nna_virama_tta ml_nna_virama_tta_virama_ra ml_nna_virama_ttha ml_nna_virama_dda ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_nna_virama_ma ml_da_virama_dha ml_da_virama_dha_virama_ra ml_dha ml_dha_sign_vocalic_r ml_dha_virama_ra ml_na_sign_u ml_na_sign_uu ml_na_virama_dha ml_na_virama_dha_virama_ra ml_na_virama_na_sign_u ml_na_virama_na_sign_uu ml_nnna ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_ya ml_ya_virama_ya ml_ra_sign_u ml_sha ml_sha_sign_u ml_sha_sign_uu ml_sha_sign_vocalic_r ml_sha_virama_ca ml_sha_virama_ra ml_sa ml_sa_sign_vocalic_r ml_sa_virama_pa ml_sa_virama_ra ml_sa_virama_sa ml_ha_virama_na_sign_u ml_ha_virama_na_sign_uu ml_sign_aa ml_sign_e ml_sign_ee ml_sign_ai ml_sign_o ml_sign_oo ml_sign_au ml_para ml_chillu_y ml_chillu_lll ml_archaic_ii ml_vocalic_ll ml_digit_zero ml_number_ten ml_date_mark ml_chillu_nn ml_chillu_n ml_chillu_rr ml_chillu_l ml_chillu_ll ml_chillu_k acircumflex ccircumflex ecircumflex ocircumflex Ccircumflex Gcircumflex Ocircumflex aacute cacute eacute oacute Cacute Oacute ccedilla aring amacron emacron omacron Omacron agrave egrave ograve Ograve acaron ccaron ecaron tcaron Ccaron adieresis edieresis odieresis Odieresis cdotaccent edotaccent Cdotaccent Gdotaccent atilde otilde Otilde abreve Gbreve aogonek eogonek ohungarumlaut Ohungarumlaut ml_ka_virama_la ml_ba_virama_la ml_sha_virama_la ml_sa_virama_la ml_nga_sign_u ml_nga_sign_uu ml_jha_sign_u ml_jha_sign_uu ml_nya_sign_u ml_nya_sign_uu ml_ttha_sign_u ml_ttha_sign_uu ml_dda_sign_u ml_dda_sign_uu ml_dha_sign_u ml_dha_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_ya_sign_u ml_ya_sign_uu ml_sa_sign_u ml_sa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ga_virama_da_sign_u ml_ga_virama_da_sign_uu ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_na_virama_dha_sign_u ml_na_virama_dha_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ya_virama_ya_sign_u ml_ya_virama_ya_sign_uu ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu ml_sa_virama_sa_sign_u ml_sa_virama_sa_sign_uu ml_ka_virama_ra_sign_u ml_ka_virama_ra_sign_uu ml_ka_virama_ka_virama_ra_sign_u ml_ka_virama_ka_virama_ra_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu ml_ga_virama_ra_sign_u ml_ga_virama_ra_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_tta_virama_ra_sign_u ml_tta_virama_ra_sign_uu ml_dda_virama_ra_sign_u ml_dda_virama_ra_sign_uu ml_nna_virama_tta_virama_ra_sign_u ml_nna_virama_tta_virama_ra_sign_uu ml_dha_virama_ra_sign_u ml_dha_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_uu ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu ml_sha_virama_ra_sign_u ml_sha_virama_ra_sign_uu ml_sa_virama_ra_sign_u ml_sa_virama_ra_sign_uu]
    8      -16    [ml_ka ml_nga ml_na_virama_da Gcedilla ml_ka_virama_la ml_na_virama_da_sign_u ml_na_virama_da_sign_uu]
   10      -15    [d dcroat q ml_ca_virama_cha dcaron ml_nga_sign_u ml_nga_sign_uu]
    3      -14    [Ccedilla ml_ddha_sign_u ml_ddha_sign_uu]
    6      -13    [ml_nga_virama_nga ml_ka_virama_la ml_llla_sign_u ml_llla_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu]
   25      -12    [S mu s tt ml_cha_sign_u ml_cha_sign_uu ml_ta_sign_uu ml_ra_sign_u scircumflex Scircumflex sacute Sacute scedilla Scedilla scaron Scaron]
    4      -11    [uni3A9 ml_au]
    8       -9    [ml_digit_nine ml_number_one_thousand ml_fraction_three_quarters ml_fraction_one_eighth]
   51       -8    [six OE ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_kha ml_nga_virama_nga ml_jha ml_nna_virama_dda ml_ta_sign_u ml_ta_sign_vocalic_r ml_ta_virama_ta ml_ta_virama_ta_sign_u ml_ta_virama_ta_sign_uu ml_ta_virama_ta_sign_vocalic_r ml_ta_virama_ta_virama_ra ml_ta_virama_tha ml_ta_virama_na ml_ta_virama_bha ml_ta_virama_bha_sign_u ml_ta_virama_ma ml_ta_virama_sa ml_na_virama_ta_sign_uu ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_fraction_three_quarters ml_kha_sign_u ml_kha_sign_uu ml_jha_sign_u ml_jha_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu ml_ta_virama_tha_sign_u ml_ta_virama_tha_sign_uu ml_ta_virama_sa_sign_u ml_ta_virama_sa_sign_uu ml_ta_virama_ma_sign_u ml_ta_virama_ma_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_uu]
   14       -7    [AE OE a ml_ta_virama_bha acircumflex aacute aring amacron agrave acaron adieresis atilde abreve]
   13       -6    [ml_e ml_ee ml_ai ml_ta_virama_tha ml_fraction_three_sixteenths ml_rra_sign_u ml_rra_sign_uu ml_nga_virama_nga_sign_uu ml_ta_virama_tha_sign_u ml_ta_virama_tha_sign_uu]
    4       -5    [ml_gha ml_gha_sign_u ml_gha_sign_uu]
   10       -4    [two ml_bha_sign_uu ml_ttta ml_chillu_m ml_fraction_three_eightieths ml_digit_one]
   24       -3    [g ml_ca ml_ca_virama_ca ml_ca_virama_cha ml_cha ml_cha_sign_u ml_cha_sign_uu ml_sha_virama_ca gcircumflex gcedilla gdotaccent gbreve ml_nga_sign_uu ml_ca_sign_u ml_ca_sign_uu ml_ca_virama_ca_sign_u ml_ca_virama_ca_sign_uu ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu]
    2       -2    [ml_sign_au ml_nga_sign_u]
  420        0    [one A B D Dcroat E Eng Eth F H I IJ K L Lslash M N P R T X Y Z bracketleft bracketright dollar f ff fi ft h hbar i ij k l lslash m n r s x yen z pi ml_e ml_ee ml_ai ml_ka_virama_ssa ml_kha ml_ja_virama_nya ml_nya ml_nya_virama_ca ml_nya_virama_nya ml_nna_virama_ma ml_ta ml_ta_virama_ta ml_ta_virama_ra ml_tha ml_na_virama_ta ml_na_virama_ta_sign_u ml_na_virama_ta_virama_ra ml_na_virama_tha ml_na_virama_ma ml_pa ml_pa_sign_vocalic_r ml_pa_virama_ra ml_pa_virama_rra_virama_rra ml_pha ml_pha_virama_ra ml_pha_virama_rra_virama_rra ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_ma ml_ma_sign_vocalic_r ml_ma_virama_pa ml_ma_virama_pa_virama_ra ml_ma_virama_ma ml_ma_virama_ra ml_la ml_la_virama_pa ml_la_virama_la ml_va ml_va_sign_vocalic_r ml_va_virama_ra ml_va_virama_va ml_ssa ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_ssa_virama_ttha ml_ssa_virama_pa ml_ssa_virama_ra ml_sa_virama_tha ml_ha ml_ha_sign_u ml_ha_sign_uu ml_ha_sign_vocalic_r ml_ha_virama_na ml_ha_virama_na_sign_u ml_ha_virama_na_sign_uu ml_ha_virama_ma ml_ha_virama_ra ml_digit_two ml_digit_three ml_digit_eight ml_fraction_one_half ml_fraction_one_sixteenth ml_fraction_one_eighth ml_chillu_l hcircumflex scircumflex Acircumflex Ecircumflex Hcircumflex Icircumflex Ycircumflex lacute nacute racute sacute zacute Aacute Eacute Iacute Lacute Nacute Racute Yacute Zacute ccedilla kcedilla lcedilla ncedilla rcedilla scedilla Kcedilla Lcedilla Ncedilla Rcedilla Aring Amacron Emacron Imacron Agrave Egrave Igrave Ygrave lcaron ncaron rcaron scaron zcaron Acaron Dcaron Ecaron Lcaron Ncaron Rcaron Tcaron Zcaron Adieresis Edieresis Idieresis Ydieresis zdotaccent Edotaccent Idotaccent Zdotaccent ntilde Atilde Itilde Ntilde Abreve Aogonek Eogonek Iogonek scommaaccent Tcommaaccent ml_ta_virama_la ml_pa_virama_la ml_pha_virama_la ml_ba_virama_la ml_ma_virama_la ml_va_virama_la ml_ha_virama_la ml_kha_sign_u ml_kha_sign_uu ml_ca_sign_u ml_ca_sign_uu ml_nya_sign_u ml_nya_sign_uu ml_tha_sign_u ml_tha_sign_uu ml_pa_sign_u ml_pa_sign_uu ml_pha_sign_u ml_pha_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_ma_sign_u ml_ma_sign_uu ml_la_sign_u ml_la_sign_uu ml_va_sign_u ml_va_sign_uu ml_ssa_sign_u ml_ssa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_na_virama_tha_sign_u ml_na_virama_tha_sign_uu ml_na_virama_ma_sign_u ml_na_virama_ma_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ma_virama_ma_sign_u ml_ma_virama_ma_sign_uu ml_ma_virama_pa_sign_u ml_ma_virama_pa_sign_uu ml_la_virama_la_sign_u ml_la_virama_la_sign_uu ml_va_virama_va_sign_u ml_va_virama_va_sign_uu ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu ml_sa_virama_tha_sign_u ml_sa_virama_tha_sign_uu ml_ha_virama_ma_sign_u ml_ha_virama_ma_sign_uu ml_ta_virama_ra_sign_u ml_ta_virama_ra_sign_uu ml_na_virama_ta_virama_ra_sign_u ml_na_virama_ta_virama_ra_sign_uu ml_pa_virama_ra_sign_u ml_pa_virama_ra_sign_uu ml_pha_virama_ra_sign_u ml_pha_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu ml_ma_virama_ra_sign_u ml_ma_virama_ra_sign_uu ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu ml_va_virama_ra_sign_u ml_va_virama_ra_sign_uu ml_ha_virama_ra_sign_u ml_ha_virama_ra_sign_uu ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
    3        2    [ml_nna_virama_tta ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu]
    1        6    [ml_ka_virama_rra_virama_rra]
    1        7    [ml_ka_virama_rra_virama_rra]
    3        8    [ml_au ml_sha_virama_na uogonek]
    1        9    [hbar]
    5       10    [ml_tta_virama_tta ml_nga_sign_u ml_nga_sign_uu ml_tta_virama_tta_sign_u ml_tta_virama_tta_sign_uu]
    3       11    [ml_kha ml_kha_sign_u ml_kha_sign_uu]
   22       12    [ml_na_virama_tha ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_ma_virama_pa ml_ma_virama_pa_virama_ra ml_digit_three ml_ba_virama_la ml_ba_sign_u ml_ba_sign_uu ml_na_virama_tha_sign_u ml_na_virama_tha_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ma_virama_pa_sign_u ml_ma_virama_pa_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu]
    3       13    [ml_ta_virama_ma ml_ta_virama_ma_sign_u ml_ta_virama_ma_sign_uu]
    3       14    [d dcroat dcaron]
    9       17    [ml_ga_virama_ma ml_nga ml_na_virama_da ml_nga_sign_u ml_nga_sign_uu ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu ml_na_virama_da_sign_u ml_na_virama_da_sign_uu]
   11       19    [u ucircumflex uacute uring umacron ugrave udieresis utilde ubreve uogonek uhungarumlaut]
    1       20    [ml_ra]
   17       22    [period ml_nga_virama_nga ml_pa_virama_ta ml_pa_virama_na ml_pa_virama_pa ml_rra ml_llla_sign_u ml_llla_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    1       24    [ml_pa_virama_la]
    6       31    [ml_na_virama_rra ml_chillu_n_virama_rra ml_na_virama_rra_sign_u ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_u ml_chillu_n_virama_rra_sign_uu]
    1       32    [p]
    7       33    [ml_sha_virama_sha ml_sha_virama_sha_sign_u ml_sha_virama_sha_sign_uu ml_sa_virama_ta ml_sa_virama_ta_virama_ra ml_sa_virama_na ml_sa_virama_rra_virama_rra]
    2       47    [exclam question]
    4       53    [ml_i ml_ii ml_u ml_uu]
    6       58    [ml_lla ml_lla_virama_lla ml_lla_sign_u ml_lla_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu]
    2       59    [uni25CC]
    2       70    [ml_fraction_one_quarter]
    4       77    [comma divide quotesinglbase]
    2       90    [colon]
    5       97    [ml_vocalic_r ml_sha_virama_ca ml_vocalic_rr ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu]
    5      105    [ml_vedic_anusvara ml_ka_sign_uu ml_nga_virama_ka_sign_uu ml_ja_sign_uu ml_ja_virama_ja_sign_uu]
    1      106    [ml_fraction_one_fortieth]
    1      112    [ml_cha_sign_uu]
    3      114    [ml_nya_virama_ca ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu]
    1      115    [ml_sha_sign_uu]
    1      125    [uni25CC]
    5      126    [ml_ja ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    2      129    [copyright ml_ee]
    1      130    [ellipsis]
    1      132    [ml_visarga]
    2      137    [ml_ka_sign_u ml_nga_virama_ka_sign_u]
    1      140    [ml_chillu_lll]
    1      144    [ml_ta_virama_bha_sign_u]
    1      149    [yen]
    4      150    [ml_bha_sign_u ml_bha_virama_ra ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
   13      157    [ml_ka_virama_ssa ml_ssa ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_ssa_virama_ttha ml_ssa_virama_pa ml_ssa_virama_ra ml_ssa_sign_u ml_ssa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
    1      170    [ml_bha_sign_uu]
   15      175    [g ml_ja_virama_ja ml_ja_virama_nya ml_ja_virama_ra ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu gcircumflex gcedilla gdotaccent gbreve ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu]
    1      177    [ml_bha]
    2      186    [asciitilde]
    1      188    [ml_ra_sign_uu]
    1      190    [ml_ka_virama_ka_sign_uu]
    1      191    [ml_ha_sign_uu]
    3      192    [four ae]
    1      194    [ml_ta_virama_bha]
    4      195    [bullet ml_gha ml_gha_sign_u ml_gha_sign_uu]
    2      197    [ml_sign_ee ml_sign_oo]
    2      202    [ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    7      204    [ml_la ml_la_virama_pa ml_la_virama_la ml_la_sign_u ml_la_sign_uu ml_la_virama_la_sign_u ml_la_virama_la_sign_uu]
    5      205    [ml_ja ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    2      214    [numbersign]
   32      216    [ml_o ml_oo ml_au ml_ga_virama_da ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_nga ml_nga_virama_nga ml_ta_virama_ta_sign_uu ml_da ml_da_sign_vocalic_r ml_da_virama_dha ml_da_virama_dha_virama_ra ml_lla_virama_lla ml_nga_sign_u ml_nga_sign_uu ml_da_sign_u ml_da_sign_uu ml_ga_virama_da_sign_u ml_ga_virama_da_sign_uu ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_da_virama_dha_sign_u ml_da_virama_dha_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu]
    5      217    [equal periodcentered plus plusminus]
    1      218    [ae]
   22      221    [ml_a ml_aa ml_ta_sign_uu ml_da_virama_da ml_da_virama_ra ml_na_virama_ta_sign_uu ml_na_virama_da ml_na_virama_da_virama_ra ml_lla ml_digit_five ml_lla_sign_u ml_lla_sign_uu ml_da_virama_da_sign_u ml_da_virama_da_sign_uu ml_na_virama_da_sign_u ml_na_virama_da_sign_uu ml_da_virama_ra_sign_u ml_da_virama_ra_sign_uu ml_na_virama_da_virama_ra_sign_u ml_na_virama_da_virama_ra_sign_uu]
    1      226    [minus]
    6      228    [ml_vocalic_r ml_ddha ml_fraction_one_fifth ml_vocalic_rr ml_ddha_sign_u ml_ddha_sign_uu]
    3      230    [ml_tta_virama_tta ml_tta_virama_tta_sign_u ml_tta_virama_tta_sign_uu]
    9      232    [hyphen divide emdash endash ml_anusvara ml_ra_sign_u ml_fraction_one_fifth ml_archaic_ii uni25CC]
    4      233    [ml_ka_virama_ka_sign_u ml_nga_virama_nga ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu]
    1      237    [ml_visarga]
    2      238    [ml_ja_sign_u ml_ja_virama_ja_sign_u]
    7      242    [greater guillemotleft guillemotright guilsinglleft guilsinglright less multiply]
    2      253    [ml_a ml_aa]
    1      254    [ml_fraction_one_half]
    1      257    [AE]
    2      260    [P ml_digit_seven]
    4      263    [Euro ml_nga_virama_ka_virama_ra ml_nga_virama_ka_virama_ra_sign_u ml_nga_virama_ka_virama_ra_sign_uu]
   11      264    [a acircumflex aacute aring amacron agrave acaron adieresis atilde abreve aogonek]
    3      265    [nine asciitilde]
   12      269    [A ml_sign_ee Acircumflex Aacute Aring Amacron Agrave Acaron Adieresis Atilde Abreve Aogonek]
   62      275    [ml_vocalic_l ml_ai ml_o ml_oo ml_au ml_nga ml_ja_virama_nya ml_nya ml_nya_virama_ca ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_nya_virama_nya ml_nna ml_nna_sign_u ml_nna_sign_uu ml_nna_virama_tta ml_nna_virama_tta_virama_ra ml_nna_virama_ttha ml_nna_virama_dda ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_nna_virama_ma ml_nnna ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_sign_e ml_sign_ai ml_sign_o ml_sign_au ml_para ml_vocalic_ll ml_chillu_nn ml_ba_virama_la ml_nga_sign_u ml_nga_sign_uu ml_nya_sign_u ml_nya_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_nna_virama_tta_virama_ra_sign_u ml_nna_virama_tta_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu]
    1      277    [percent]
    1      279    [logicalnot]
   25      280    [ml_ka ml_ka_sign_uu ml_ka_sign_vocalic_r ml_ka_virama_ka ml_ka_virama_ka_sign_u ml_ka_virama_ka_sign_uu ml_ka_virama_ka_virama_ra ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_ka_virama_ra ml_ka_virama_ssa ml_nga_virama_ka ml_nga_virama_ka_sign_uu ml_nga_virama_ka_sign_vocalic_r ml_fraction_three_quarters ml_chillu_k ml_ka_virama_la ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ka_virama_ra_sign_u ml_ka_virama_ra_sign_uu ml_ka_virama_ka_virama_ra_sign_u ml_ka_virama_ka_virama_ra_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu]
   47      284    [ml_e ml_ee ml_ai ml_pa ml_pa_sign_vocalic_r ml_pa_virama_ra ml_pa_virama_rra_virama_rra ml_pha ml_pha_virama_ra ml_pha_virama_rra_virama_rra ml_ssa ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_ssa_virama_ttha ml_ssa_virama_pa ml_ssa_virama_ra ml_ha ml_ha_sign_u ml_ha_sign_uu ml_ha_sign_vocalic_r ml_ha_virama_na ml_ha_virama_na_sign_u ml_ha_virama_na_sign_uu ml_ha_virama_ma ml_ha_virama_ra ml_sign_oo ml_fraction_one_sixteenth ml_fraction_one_eighth ml_pa_virama_la ml_pha_virama_la ml_ha_virama_la ml_pa_sign_u ml_pa_sign_uu ml_pha_sign_u ml_pha_sign_uu ml_ssa_sign_u ml_ssa_sign_uu ml_ha_virama_ma_sign_u ml_ha_virama_ma_sign_uu ml_pa_virama_ra_sign_u ml_pa_virama_ra_sign_uu ml_pha_virama_ra_sign_u ml_pha_virama_ra_sign_uu ml_ha_virama_ra_sign_u ml_ha_virama_ra_sign_uu ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
   15      285    [e ml_kha ml_nga_virama_nga ecircumflex eacute emacron egrave ecaron edieresis edotaccent eogonek ml_kha_sign_u ml_kha_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu]
    1      289    [yen]
    1      290    [ml_ka_virama_rra_virama_rra]
    1      293    [ml_date_mark]
    2      294    [ml_ka_sign_u ml_nga_virama_ka_sign_u]
    6      297    [R ml_ja_sign_uu ml_ja_virama_ja_sign_uu Racute Rcedilla Rcaron]
    6      298    [ml_lla ml_lla_virama_lla ml_lla_sign_u ml_lla_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu]
    1      300    [registered]
   12      307    [ml_a ml_vocalic_l ml_ga_virama_na_sign_u ml_nna_sign_u ml_na_sign_u ml_na_virama_na_sign_u ml_pa_virama_ta ml_pa_virama_na ml_pa_virama_pa ml_ha_virama_na_sign_u ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    1      319    [ml_ta_virama_bha_sign_u]
    6      322    [ml_bha ml_bha_sign_u ml_bha_sign_uu ml_bha_virama_ra ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
    2      323    [ml_number_one_thousand ml_fraction_one_eighth]
    2      326    [AE OE]
    1      327    [ml_aa]
    1      337    [ml_ta_virama_bha]
    1      339    [uni25CC]
    1      340    [divide]
    4      344    [H braceleft braceright Hcircumflex]
    4      345    [ml_i ml_ii ml_u ml_uu]
    1      347    [ml_sha_sign_uu]
   23      349    [E F ml_fraction_one_fortieth uni20A9 Ecircumflex Eacute Emacron Egrave Ecaron Edieresis Edotaccent Eogonek]
    2      350    [Hbar]
    2      359    [ml_combining_anusvara_above]
    1      360    [ml_ra]
    1      362    [B]
    1      363    [sterling]
    2      368    [Dcroat Eth]
    6      375    [c ccircumflex cacute ccedilla ccaron cdotaccent]
    5      377    [G Gcircumflex Gcedilla Gdotaccent Gbreve]
    7      378    [dollar s scircumflex sacute scedilla scaron scommaaccent]
    1      382    [three]
