Top Zone List for /home/santhosh/work/fonts/Malini/fonts/Malini/otf/Malini-Regular.otf on Mon Jan 23 15:29:25 2023
count   height    glyphs
    4       -6    [ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu ml_dda_virama_ddha ml_ssa_virama_ttha]
   14       -9    [ml_o ml_oo ml_ka_virama_ka_sign_u ml_ja_virama_ja ml_ja_virama_nya ml_ja_virama_ra ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_bha_sign_u ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu]
    1      -10    [ml_pa_virama_na]
    3      -11    [ml_pa_virama_pa ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    3      -12    [ml_ka_sign_u ml_nga_virama_ka_sign_u ml_ra_sign_u]
    3      -13    [ml_llla ml_llla_sign_u ml_llla_sign_uu]
    3      -14    [ml_ta_virama_ta_sign_u ml_ta_virama_ta_sign_uu ml_na_virama_ta_sign_uu]
    2      -15    [ml_na_virama_ta_sign_uu ml_ta_virama_sa_sign_u]
    3      -17    [ml_dda_virama_dda ml_dda_virama_ddha ml_pa_virama_ta]
    1      -19    [ml_ja_virama_ja]
    3      -21    [ml_ja_virama_nya ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu]
    1      -26    [ml_ma_sign_vocalic_r]
    1      -28    [ml_la_virama_pa]
    1      -29    [ml_vocalic_rr]
    8      -31    [ml_ga_sign_u ml_ga_sign_uu ml_ta_sign_u ml_ta_sign_uu ml_ta_virama_bha_sign_u ml_na_virama_ta_sign_u ml_ha_sign_u ml_ha_sign_uu]
    1      -34    [ml_ka_virama_ka_sign_uu]
    7      -37    [ml_ga_sign_vocalic_r ml_ta_sign_vocalic_r ml_ta_virama_ta_sign_vocalic_r ml_da_sign_vocalic_r ml_na_sign_vocalic_r ml_pa_sign_vocalic_r ml_ha_sign_vocalic_r]
    2      -42    [ml_dda_sign_vocalic_r ml_dha_sign_vocalic_r]
    2      -43    [ml_ca_virama_cha ml_sa_sign_vocalic_r]
    2      -48    [ml_ssa_virama_pa ml_sa_virama_pa]
    2      -49    [ml_ba_sign_vocalic_r ml_va_sign_vocalic_r]
   11      -53    [ml_ka_sign_uu ml_nga_virama_ka_sign_uu ml_cha_sign_u ml_cha_sign_uu ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu ml_sha_sign_u ml_sha_sign_uu ml_sign_vocalic_rr]
    1      -67    [ml_sign_vocalic_rr]
    4      -87    [ml_ka_sign_vocalic_r ml_nga_virama_ka_sign_vocalic_r ml_sha_sign_vocalic_r ml_sign_vocalic_r]
    3      -97    [questiondown ml_nna_virama_nna_sign_uu ml_sign_vocalic_ll]
    2      -98    [ml_ga_virama_da_virama_dha_sign_uu ml_da_virama_dha_sign_uu]
    1     -106    [ml_tta_sign_uu]
    2     -107    [ml_ya_sign_uu ml_tta_virama_ra_sign_uu]
    1     -108    [ml_nna_virama_dda_sign_uu]
    3     -109    [ml_nna_virama_nna_sign_u ml_sign_vocalic_l ml_ta_virama_ma_sign_uu]
    1     -112    [ml_pa_virama_la]
    1     -113    [ml_nna_virama_tta_sign_uu]
    1     -115    [ml_ddha_sign_uu]
    4     -116    [ml_jha_sign_uu ml_dda_sign_uu ml_dha_sign_uu ml_na_virama_dha_sign_uu]
   16     -121    [ml_ca_sign_uu ml_tha_sign_uu ml_pa_sign_uu ml_pha_sign_uu ml_ba_sign_uu ml_ma_sign_uu ml_la_sign_uu ml_va_sign_uu ml_ssa_sign_uu ml_nna_virama_ma_sign_uu ml_na_virama_tha_sign_uu ml_na_virama_ma_sign_uu ml_ma_virama_ma_sign_uu ml_ma_virama_pa_sign_uu ml_sha_virama_ca_sign_uu ml_ha_virama_ma_sign_uu]
    1     -124    [ml_virama_va]
    2     -129    [ml_nga_virama_nga_sign_uu ml_na_virama_da_sign_uu]
    1     -130    [ml_virama_ra]
    1     -132    [ml_sign_uu]
    5     -133    [ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_sign_vocalic_l ml_sign_vocalic_ll]
    1     -135    [ml_nga_sign_uu]
    2     -136    [ml_rra_sign_uu ml_sa_sign_uu]
    3     -140    [ml_ta_virama_ra ml_ta_virama_ra_sign_u ml_ta_virama_ra_sign_uu]
    3     -143    [ij j ml_ii]
   14     -144    [ml_la_virama_la ml_virama_la ml_ka_virama_la ml_ga_virama_la ml_ta_virama_la ml_pha_virama_la ml_ba_virama_la ml_ma_virama_la ml_va_virama_la ml_sha_virama_la ml_sa_virama_la ml_ha_virama_la ml_la_virama_la_sign_u ml_la_virama_la_sign_uu]
    5     -150    [ml_ga_virama_ma_sign_uu ml_ja_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_uu ml_bha_virama_ra_sign_uu]
   10     -152    [ml_i ml_u ml_uu ml_bha_sign_u ml_lla ml_lla_virama_lla ml_lla_sign_u ml_lla_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu]
   25     -153    [uu_drop_sign ml_vocalic_r ml_nga_virama_ka_virama_ra ml_tta_sign_vocalic_r ml_avagraha ml_vocalic_rr ml_number_ten ml_kha_sign_uu ml_gha_sign_uu ml_nya_sign_uu ml_ttha_sign_uu ml_da_sign_uu ml_llla_sign_uu ml_ka_virama_ssa_sign_uu ml_ga_virama_da_sign_uu ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_uu ml_ta_virama_tha_sign_uu ml_ta_virama_sa_sign_uu ml_sa_virama_tha_sign_uu ml_nga_virama_ka_virama_ra_sign_u ml_nga_virama_ka_virama_ra_sign_uu ml_da_virama_ra_sign_u ml_da_virama_ra_sign_uu]
    1     -155    [ml_ha_virama_na_sign_uu]
    8     -156    [ml_aa ml_nna_sign_uu ml_na_sign_uu ml_na_virama_da_virama_ra ml_na_virama_na_sign_uu ml_vocalic_ll ml_na_virama_da_virama_ra_sign_u ml_na_virama_da_virama_ra_sign_uu]
    3     -158    [ml_bha_virama_ra ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
    1     -160    [ml_ga_virama_na_sign_uu]
    2     -161    [ml_ga_virama_da_virama_dha_sign_u ml_da_virama_dha_sign_u]
    6     -165    [ml_e ml_ee ml_ai ml_ma_virama_ra ml_ma_virama_ra_sign_u ml_ma_virama_ra_sign_uu]
    1     -166    [ml_ra_sign_uu]
    6     -167    [ml_dha_virama_ra ml_pa_virama_ra ml_dha_virama_ra_sign_u ml_dha_virama_ra_sign_uu ml_pa_virama_ra_sign_u ml_pa_virama_ra_sign_uu]
    4     -168    [ml_va_virama_ra ml_tta_sign_u ml_va_virama_ra_sign_u ml_va_virama_ra_sign_uu]
    2     -169    [ml_ee ml_ya_sign_u]
    5     -170    [ml_ka_virama_ra ml_nna_virama_dda_sign_u ml_ka_virama_ra_sign_u ml_ka_virama_ra_sign_uu ml_tta_virama_ra_sign_u]
    6     -171    [ml_da_virama_dha_virama_ra ml_ta_virama_ma_sign_u ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu]
    8     -172    [ml_na_virama_ta_virama_ra ml_sa_virama_ra ml_na_virama_ta_virama_ra_sign_u ml_na_virama_ta_virama_ra_sign_uu ml_sa_virama_ra_sign_u ml_sa_virama_ra_sign_uu]
   10     -173    [ml_pha_virama_ra ml_ha_virama_ra ml_pha_virama_ra_sign_u ml_pha_virama_ra_sign_uu ml_ha_virama_ra_sign_u ml_ha_virama_ra_sign_uu]
    1     -175    [ml_nna_virama_tta_sign_u]
    7     -176    [ml_ba_virama_da ml_ssa_virama_ra ml_para ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
    1     -177    [ml_ddha_sign_u]
   12     -178    [ml_ca_virama_ca ml_ba_virama_ba ml_ya_virama_ya ml_va_virama_va ml_ca_virama_ca_sign_u ml_ca_virama_ca_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ya_virama_ya_sign_u ml_ya_virama_ya_sign_uu ml_va_virama_va_sign_u ml_va_virama_va_sign_uu]
   14     -179    [ml_dda_virama_ra ml_sha_virama_ra ml_jha_sign_u ml_dda_sign_u ml_dha_sign_u ml_na_virama_dha_sign_u ml_dda_virama_ra_sign_u ml_dda_virama_ra_sign_uu ml_sha_virama_ra_sign_u ml_sha_virama_ra_sign_uu]
    4     -180    [ml_ma_virama_pa_virama_ra ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu]
    7     -181    [ml_ba_virama_ra ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu]
   19     -184    [ml_nna_virama_tta_virama_ra ml_ca_sign_u ml_tha_sign_u ml_pa_sign_u ml_pha_sign_u ml_ba_sign_u ml_ma_sign_u ml_la_sign_u ml_va_sign_u ml_ssa_sign_u ml_nna_virama_ma_sign_u ml_na_virama_tha_sign_u ml_na_virama_ma_sign_u ml_ma_virama_ma_sign_u ml_ma_virama_pa_sign_u ml_sha_virama_ca_sign_u ml_ha_virama_ma_sign_u ml_nna_virama_tta_virama_ra_sign_u ml_nna_virama_tta_virama_ra_sign_uu]
    3     -186    [ml_dda_virama_ddha ml_ga_virama_da_virama_dha_sign_uu ml_da_virama_dha_sign_uu]
    3     -188    [ml_ta_virama_ta_virama_ra ml_ta_virama_ta_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_uu]
    3     -190    [ml_ka_virama_ka_virama_ra ml_ka_virama_ka_virama_ra_sign_u ml_ka_virama_ka_virama_ra_sign_uu]
    5     -191    [ml_ga_virama_da_virama_dha_virama_ra ml_nga_virama_nga_sign_u ml_na_virama_da_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu]
    3     -192    [ml_na_virama_dha_virama_ra ml_na_virama_dha_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_uu]
    1     -193    [ml_tta_sign_uu]
    6     -194    [ml_ga_virama_ra ml_ya_sign_uu ml_ga_virama_ra_sign_u ml_ga_virama_ra_sign_uu]
    7     -195    [g gcircumflex gcedilla gdotaccent gbreve ml_nna_virama_dda_sign_uu ml_tta_virama_ra_sign_uu]
    4     -196    [ml_ka_virama_ta_virama_ra ml_ta_virama_ma_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu]
    1     -197    [ml_nga_sign_u]
    2     -198    [ml_rra_sign_u ml_sa_sign_u]
    1     -199    [section]
    1     -200    [ml_nna_virama_tta_sign_uu]
    1     -202    [ml_ddha_sign_uu]
    4     -204    [ml_jha_sign_uu ml_dda_sign_uu ml_dha_sign_uu ml_na_virama_dha_sign_uu]
   10     -205    [ogonek ogonekcmb aogonek eogonek iogonek uogonek Aogonek Eogonek Iogonek Uogonek]
    3     -207    [ml_ja_virama_ra ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu]
   16     -209    [ml_ca_sign_uu ml_tha_sign_uu ml_pa_sign_uu ml_pha_sign_uu ml_ba_sign_uu ml_ma_sign_uu ml_la_sign_uu ml_va_sign_uu ml_ssa_sign_uu ml_nna_virama_ma_sign_uu ml_na_virama_tha_sign_uu ml_na_virama_ma_sign_uu ml_ma_virama_ma_sign_uu ml_ma_virama_pa_sign_uu ml_sha_virama_ca_sign_uu ml_ha_virama_ma_sign_uu]
    5     -213    [ml_ga_virama_ma_sign_u ml_ja_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_u ml_bha_virama_ra_sign_u]
   25     -214    [p q thorn ml_ka_sign_uu ml_ka_virama_ka_sign_uu ml_ga_sign_u ml_ga_sign_uu ml_nga_virama_ka_sign_uu ml_cha_sign_u ml_cha_sign_uu ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu ml_ta_sign_u ml_ta_sign_uu ml_ta_virama_ta_sign_u ml_ta_virama_ta_sign_uu ml_ta_virama_bha_sign_u ml_na_virama_ta_sign_u ml_na_virama_ta_sign_uu ml_sha_sign_u ml_sha_sign_uu ml_ha_sign_u ml_ha_sign_uu]
   37     -215    [u_drop_sign ml_ga_sign_vocalic_r ml_tta_virama_tta ml_ta_sign_vocalic_r ml_ta_virama_ta_sign_vocalic_r ml_da_sign_vocalic_r ml_da_virama_da ml_na_sign_vocalic_r ml_pa_sign_vocalic_r ml_ba_sign_vocalic_r ml_bha_sign_uu ml_ma_sign_vocalic_r ml_va_sign_vocalic_r ml_ha_sign_vocalic_r ml_sign_u ml_virama_ya ml_digit_eight ml_kha_sign_u ml_gha_sign_u ml_nya_sign_u ml_ttha_sign_u ml_da_sign_u ml_llla_sign_u ml_ka_virama_ssa_sign_u ml_ga_virama_da_sign_u ml_nya_virama_ca_sign_u ml_ja_virama_nya_sign_u ml_nya_virama_nya_sign_u ml_tta_virama_tta_sign_u ml_tta_virama_tta_sign_uu ml_ta_virama_tha_sign_u ml_da_virama_da_sign_u ml_da_virama_da_sign_uu ml_ta_virama_sa_sign_u ml_sa_virama_tha_sign_u ml_virama_ya_sign_u ml_virama_ya_sign_uu]
    2     -216    [ml_nga_virama_nga_sign_uu ml_na_virama_da_sign_uu]
    2     -219    [ml_digit_six ml_number_one_hundred]
    1     -221    [dotlessj]
    1     -222    [ml_nga_sign_uu]
    5     -223    [ml_pa_virama_pa ml_rra_sign_uu ml_sa_sign_uu ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    1     -224    [Eng]
    2     -226    [ml_na_virama_da_virama_ra_sign_uu ml_sa_virama_ra_sign_uu]
    5     -234    [y ycircumflex yacute ygrave ydieresis]
    1     -235    [eng]
    1     -237    [ml_da_virama_ra_sign_uu]
    5     -238    [ml_ga_virama_ma_sign_uu ml_ja_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_uu ml_bha_virama_ra_sign_uu]
   17     -240    [uu_drop_sign ml_la_virama_pa ml_sign_uu ml_kha_sign_uu ml_gha_sign_uu ml_nya_sign_uu ml_ttha_sign_uu ml_da_sign_uu ml_llla_sign_uu ml_ka_virama_ssa_sign_uu ml_ga_virama_da_sign_uu ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_uu ml_ta_virama_tha_sign_uu ml_ta_virama_sa_sign_uu ml_sa_virama_tha_sign_uu]
    1     -245    [ml_ka_virama_ra_sign_uu]
    1     -246    [ml_nna_virama_tta_virama_ra_sign_uu]
    4     -259    [ml_pa_virama_pa ml_ssa_virama_pa ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    1     -260    [ml_sa_virama_ta_virama_ra]
    9     -265    [ml_ka_sign_vocalic_r ml_nga_virama_ka_sign_vocalic_r ml_dda_sign_vocalic_r ml_dha_sign_vocalic_r ml_sha_sign_vocalic_r ml_sa_sign_vocalic_r ml_sign_vocalic_r ml_sign_vocalic_rr ml_nga_virama_ka_virama_ra_sign_uu]
    2     -266    [ml_sa_virama_pa ml_pha_virama_ra_sign_uu]
    1     -274    [ml_sha_virama_sha_sign_uu]
    2     -276    [ml_la_virama_pa ml_ma_virama_pa_virama_ra_sign_uu]
    2     -282    [ml_da_virama_dha_virama_ra_sign_uu ml_va_virama_ra_sign_uu]
    3     -283    [ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_dda_virama_ra_sign_uu ml_dha_virama_ra_sign_uu]
    1     -284    [ml_ga_virama_ra_sign_uu]
    1     -285    [ml_ha_virama_ra_sign_uu]
    1     -286    [ml_ssa_virama_ra_sign_uu]
    2     -287    [ml_na_virama_ta_virama_ra_sign_uu ml_ma_virama_ra_sign_uu]
    1     -288    [ml_pa_virama_ra_sign_uu]
    2     -289    [ml_na_virama_da_virama_ra_sign_u ml_sa_virama_ra_sign_u]
    1     -291    [ml_ka_virama_ta_virama_ra_sign_uu]
    2     -296    [ml_sa_virama_pa ml_ka_virama_ka_virama_ra_sign_uu]
    1     -300    [ml_da_virama_ra_sign_u]
    2     -301    [ml_pa_virama_la ml_ta_virama_ra_sign_uu]
    1     -302    [ml_sha_virama_ra_sign_uu]
    1     -307    [ml_ka_virama_ra_sign_u]
    2     -309    [ml_sa_virama_ta ml_nna_virama_tta_virama_ra_sign_u]
    3     -314    [ml_ssa_virama_tta_virama_ra ml_na_virama_da_virama_ra_sign_uu ml_sa_virama_ra_sign_uu]
    1     -317    [ml_ca_virama_cha]
    1     -318    [ml_ca_virama_cha]
    1     -319    [ml_ssa_virama_tta]
    1     -321    [ml_ga_virama_ga]
    1     -325    [ml_da_virama_ra_sign_uu]
    1     -327    [ml_nga_virama_ka_virama_ra_sign_u]
    1     -329    [ml_pha_virama_ra_sign_u]
    3     -331    [ml_sha_virama_sha ml_sha_virama_sha_sign_u ml_sha_virama_sha_sign_uu]
   15     -332    [ml_la_virama_la ml_virama_la ml_ka_virama_la ml_ga_virama_la ml_ta_virama_la ml_pha_virama_la ml_ba_virama_la ml_ma_virama_la ml_va_virama_la ml_sha_virama_la ml_sa_virama_la ml_ha_virama_la ml_la_virama_la_sign_u ml_la_virama_la_sign_uu ml_ka_virama_ra_sign_uu]
    1     -333    [ml_nna_virama_ttha]
    1     -334    [ml_nna_virama_tta_virama_ra_sign_uu]
    1     -339    [ml_ma_virama_pa_virama_ra_sign_u]
    3     -340    [ml_lla_sign_uu ml_lla_virama_lla_sign_uu ml_ba_virama_ra_sign_uu]
    1     -344    [ml_da_virama_dha_virama_ra_sign_u]
    4     -345    [ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_dda_virama_ra_sign_u ml_dha_virama_ra_sign_u ml_va_virama_ra_sign_u]
    8     -346    [ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_sa_virama_sa ml_sign_vocalic_l ml_sign_vocalic_ll ml_sa_virama_sa_sign_u ml_sa_virama_sa_sign_uu]
    2     -347    [ml_ga_virama_ra_sign_u ml_ha_virama_ra_sign_u]
    3     -349    [ml_tta_virama_tta_sign_uu ml_ma_virama_ra_sign_u ml_ssa_virama_ra_sign_u]
    3     -350    [ml_na_virama_ta_virama_ra_sign_u ml_pa_virama_ra_sign_u ml_virama_ya_sign_uu]
    1     -351    [ml_pa_virama_ta]
    1     -352    [ml_nga_virama_ka_virama_ra_sign_uu]
    4     -353    [ml_ca_virama_ca_sign_uu ml_ba_virama_ba_sign_uu ml_ya_virama_ya_sign_uu ml_va_virama_va_sign_uu]
    2     -354    [ml_ka_virama_ta_virama_ra_sign_u ml_pha_virama_ra_sign_uu]
    2     -357    [ml_dda_virama_dda ml_dda_virama_ddha]
   18     -358    [cedilla cedillacmb ccedilla kcedilla lcedilla rcedilla scedilla Ccedilla Gcedilla Kcedilla Ncedilla Rcedilla Scedilla ml_na_virama_rra_sign_u ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_u ml_chillu_n_virama_rra_sign_uu ml_ka_virama_ka_virama_ra_sign_u]
    1     -363    [ml_ta_virama_ra_sign_u]
    2     -364    [ml_ma_virama_pa_virama_ra_sign_uu ml_sha_virama_ra_sign_u]
    1     -365    [ml_ba_virama_da]
    2     -369    [ml_da_virama_da_sign_uu ml_da_virama_dha_virama_ra_sign_uu]
    5     -370    [ml_ssa_virama_ttha ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_dda_virama_ra_sign_uu ml_dha_virama_ra_sign_uu ml_va_virama_ra_sign_uu]
    2     -372    [ml_ga_virama_ra_sign_uu ml_ha_virama_ra_sign_uu]
    2     -374    [ml_ma_virama_ra_sign_uu ml_ssa_virama_ra_sign_uu]
    2     -375    [ml_na_virama_ta_virama_ra_sign_uu ml_pa_virama_ra_sign_uu]
    1     -379    [ml_ka_virama_ta_virama_ra_sign_uu]
    1     -383    [ml_ka_virama_ka_virama_ra_sign_uu]
    1     -385    [ml_sa_virama_ta_virama_ra]
    1     -388    [ml_ta_virama_ra_sign_uu]
    1     -389    [ml_sha_virama_ra_sign_uu]
    3     -403    [ml_lla_sign_u ml_lla_virama_lla_sign_u ml_ba_virama_ra_sign_u]
    1     -407    [ml_pa_virama_pa_sign_uu]
    2     -412    [ml_tta_virama_tta_sign_u ml_virama_ya_sign_u]
    4     -415    [ml_ca_virama_ca_sign_u ml_ba_virama_ba_sign_u ml_ya_virama_ya_sign_u ml_va_virama_va_sign_u]
    3     -428    [ml_lla_sign_uu ml_lla_virama_lla_sign_uu ml_ba_virama_ra_sign_uu]
    1     -430    [ml_sha_virama_sha_sign_u]
    1     -431    [ml_da_virama_da_sign_u]
    2     -437    [ml_tta_virama_tta_sign_uu ml_virama_ya_sign_uu]
    4     -440    [ml_ca_virama_ca_sign_uu ml_ba_virama_ba_sign_uu ml_ya_virama_ya_sign_uu ml_va_virama_va_sign_uu]
    1     -447    [ml_sha_virama_sha_sign_uu]
    1     -456    [ml_da_virama_da_sign_uu]
    1     -470    [ml_pa_virama_pa_sign_u]
    1     -471    [ml_la_virama_la_sign_uu]
    1     -495    [ml_pa_virama_pa_sign_uu]
    1     -503    [ml_sign_vocalic_ll]
    1     -507    [ml_nna_virama_nna_sign_uu]
    1     -533    [ml_la_virama_la_sign_u]
    4     -534    [ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_uu ml_sa_virama_sa_sign_uu ml_rra_virama_rra_sign_uu]
    1     -558    [ml_la_virama_la_sign_uu]
    1     -560    [ml_sha_virama_sha_sign_u]
    1     -577    [ml_sha_virama_sha_sign_uu]
    4     -596    [ml_na_virama_rra_sign_u ml_chillu_n_virama_rra_sign_u ml_sa_virama_sa_sign_u ml_rra_virama_rra_sign_u]
    4     -621    [ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_uu ml_sa_virama_sa_sign_uu ml_rra_virama_rra_sign_uu]
