Top Zone List for /home/santhosh/work/fonts/Malini/fonts/Malini/otf/Malini-Regular.otf on Mon Jan 23 15:29:25 2023
count   height    glyphs
   62      337    [ml_vocalic_l ml_ai ml_o ml_oo ml_au ml_nga ml_ja_virama_nya ml_nya ml_nya_virama_ca ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_nya_virama_nya ml_nna ml_nna_sign_u ml_nna_sign_uu ml_nna_virama_tta ml_nna_virama_tta_virama_ra ml_nna_virama_ttha ml_nna_virama_dda ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_nna_virama_ma ml_nnna ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_sign_e ml_sign_ai ml_sign_o ml_sign_au ml_para ml_vocalic_ll ml_chillu_nn ml_ba_virama_la ml_nga_sign_u ml_nga_sign_uu ml_nya_sign_u ml_nya_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_nna_virama_tta_virama_ra_sign_u ml_nna_virama_tta_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu]
    2      335    [nine ml_fraction_one_half]
   25      332    [ml_ka ml_ka_sign_uu ml_ka_sign_vocalic_r ml_ka_virama_ka ml_ka_virama_ka_sign_u ml_ka_virama_ka_sign_uu ml_ka_virama_ka_virama_ra ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_ka_virama_ra ml_ka_virama_ssa ml_nga_virama_ka ml_nga_virama_ka_sign_uu ml_nga_virama_ka_sign_vocalic_r ml_fraction_three_quarters ml_chillu_k ml_ka_virama_la ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ka_virama_ra_sign_u ml_ka_virama_ra_sign_uu ml_ka_virama_ka_virama_ra_sign_u ml_ka_virama_ka_virama_ra_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu]
   12      331    [A Acircumflex Aacute Aring Amacron Agrave Acaron Adieresis Atilde Abreve Aogonek]
    2      330    [bullet ml_sign_ee]
    2      327    [ml_visarga ml_digit_seven]
    3      325    [ml_tta_virama_tta ml_tta_virama_tta_sign_u ml_tta_virama_tta_sign_uu]
    1      323    [percent]
    1      322    [P]
   11      319    [a acircumflex aacute aring amacron agrave acaron adieresis atilde abreve aogonek]
    4      314    [Euro ml_nga_virama_ka_virama_ra ml_nga_virama_ka_virama_ra_sign_u ml_nga_virama_ka_virama_ra_sign_uu]
    5      307    [equal periodcentered plus plusminus]
    1      298    [minus]
    6      297    [ml_vocalic_r ml_ddha ml_fraction_one_fifth ml_vocalic_rr ml_ddha_sign_u ml_ddha_sign_uu]
    4      294    [ml_ka_virama_ka_sign_u ml_nga_virama_nga ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu]
   10      293    [hyphen divide emdash endash ml_anusvara ml_ra_sign_u ml_fraction_one_fifth ml_archaic_ii uni25CC]
    2      287    [ml_ja_sign_u ml_ja_virama_ja_sign_u]
    1      286    [numbersign]
   32      278    [ml_o ml_oo ml_au ml_ga_virama_da ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_nga ml_nga_virama_nga ml_ta_virama_ta_sign_uu ml_da ml_da_sign_vocalic_r ml_da_virama_dha ml_da_virama_dha_virama_ra ml_lla_virama_lla ml_nga_sign_u ml_nga_sign_uu ml_da_sign_u ml_da_sign_uu ml_ga_virama_da_sign_u ml_ga_virama_da_sign_uu ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_da_virama_dha_sign_u ml_da_virama_dha_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu]
   22      273    [ml_a ml_aa ml_ta_sign_uu ml_da_virama_da ml_da_virama_ra ml_na_virama_ta_sign_uu ml_na_virama_da ml_na_virama_da_virama_ra ml_lla ml_digit_five ml_lla_sign_u ml_lla_sign_uu ml_da_virama_da_sign_u ml_da_virama_da_sign_uu ml_na_virama_da_sign_u ml_na_virama_da_sign_uu ml_da_virama_ra_sign_u ml_da_virama_ra_sign_uu ml_na_virama_da_virama_ra_sign_u ml_na_virama_da_virama_ra_sign_uu]
    2      271    [ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    7      268    [ml_la ml_la_virama_pa ml_la_virama_la ml_la_sign_u ml_la_sign_uu ml_la_virama_la_sign_u ml_la_virama_la_sign_uu]
    5      267    [ml_ja ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    1      264    [four]
    8      262    [greater guillemotleft guillemotright guilsinglleft guilsinglright less ml_vedic_anusvara]
    1      259    [asciitilde]
    5      258    [ml_gha ml_sign_ee ml_sign_oo ml_gha_sign_u ml_gha_sign_uu]
    2      256    [ae]
    1      255    [ml_ta_virama_bha]
    1      253    [ml_ha_sign_uu]
    1      251    [ml_ka_virama_ka_sign_uu]
    1      250    [ml_ra_sign_uu]
   15      245    [g ml_ja_virama_ja ml_ja_virama_nya ml_ja_virama_ra ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu gcircumflex gcedilla gdotaccent gbreve ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu]
    1      232    [ml_bha]
    1      226    [ml_bha_sign_uu]
   14      225    [colon ml_ka_virama_ssa ml_ssa ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_ssa_virama_ttha ml_ssa_virama_pa ml_ssa_virama_ra ml_ssa_sign_u ml_ssa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
    1      222    [ml_visarga]
    1      220    [ellipsis]
    1      210    [ml_chillu_lll]
    1      206    [ml_ta_virama_bha_sign_u]
    1      201    [yen]
    4      200    [ml_bha_sign_u ml_bha_virama_ra ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
    2      199    [ml_ka_sign_u ml_nga_virama_ka_sign_u]
    1      193    [copyright]
    1      190    [ml_ee]
    5      189    [ml_ja ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    1      186    [uni25CC]
    3      185    [comma divide quotesinglbase]
    3      183    [ml_nya_virama_ca ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu]
    1      176    [ml_sha_sign_uu]
   10      175    [Z z ml_ja_sign_uu ml_ja_virama_ja_sign_uu zacute Zacute zcaron Zcaron zdotaccent Zdotaccent]
    1      173    [ml_cha_sign_uu]
    5      166    [ml_vocalic_r ml_sha_virama_ca ml_vocalic_rr ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu]
   11      157    [dollar period s ml_ka_sign_uu ml_nga_virama_ka_sign_uu ml_fraction_one_fortieth scircumflex sacute scedilla scaron scommaaccent]
    1      140    [ml_fraction_one_quarter]
    6      127    [ml_lla ml_lla_virama_lla ml_lla_sign_u ml_lla_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu]
    4      122    [ml_i ml_ii ml_u ml_uu]
    1      119    [uni25CC]
    7      103    [ml_sha_virama_sha ml_sha_virama_sha_sign_u ml_sha_virama_sha_sign_uu ml_sa_virama_ta ml_sa_virama_ta_virama_ra ml_sa_virama_na ml_sa_virama_rra_virama_rra]
    6      100    [ml_na_virama_rra ml_chillu_n_virama_rra ml_na_virama_rra_sign_u ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_u ml_chillu_n_virama_rra_sign_uu]
    1       90    [ml_fraction_one_half]
    5       87    [g gcircumflex gcedilla gdotaccent gbreve]
    5       86    [ml_pa_virama_ta ml_pa_virama_na ml_pa_virama_pa ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
    5       81    [AE OE ml_ga_virama_ma ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu]
    3       80    [ml_tta_virama_tta ml_tta_virama_tta_sign_u ml_tta_virama_tta_sign_uu]
    2       77    [ml_sha_virama_na]
    4       76    [ml_ka_virama_rra_virama_rra ml_ta_virama_ma ml_ta_virama_ma_sign_u ml_ta_virama_ma_sign_uu]
   23       69    [pi ml_ka_virama_rra_virama_rra ml_ja_virama_nya ml_nya ml_nya_virama_nya ml_ta ml_ta_virama_ta ml_ta_virama_ra ml_na_virama_ta ml_na_virama_ta_sign_u ml_na_virama_ta_virama_ra ml_chillu_l ml_ta_virama_la ml_nya_sign_u ml_nya_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_ta_virama_ra_sign_u ml_ta_virama_ra_sign_uu ml_na_virama_ta_virama_ra_sign_u ml_na_virama_ta_virama_ra_sign_uu]
   12       68    [two ml_ma ml_ma_sign_vocalic_r ml_ma_virama_ma ml_ttta ml_chillu_m ml_fraction_three_eightieths ml_digit_one ml_ma_sign_u ml_ma_sign_uu ml_ma_virama_ma_sign_u ml_ma_virama_ma_sign_uu]
    7       67    [exclam ml_nna_virama_tta ml_ma_virama_ma ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu ml_ma_virama_ma_sign_u ml_ma_virama_ma_sign_uu]
   18       66    [ml_ca ml_ca_virama_ca ml_ca_virama_cha ml_cha ml_cha_sign_u ml_cha_sign_uu ml_sha_virama_ca ml_ca_sign_u ml_ca_sign_uu ml_ca_virama_ca_sign_u ml_ca_virama_ca_sign_uu ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu]
    1       65    [ml_visarga]
  160       64    [B ml_ka_virama_ssa ml_kha ml_nya_virama_ca ml_nna_virama_ma ml_tha ml_na_virama_tha ml_na_virama_ma ml_pa ml_pa_sign_vocalic_r ml_pa_virama_ra ml_pa_virama_rra_virama_rra ml_pha ml_pha_virama_ra ml_pha_virama_rra_virama_rra ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_ma ml_ma_sign_vocalic_r ml_ma_virama_pa ml_ma_virama_pa_virama_ra ml_ma_virama_ma ml_ma_virama_ra ml_la ml_la_virama_pa ml_la_virama_la ml_va ml_va_sign_vocalic_r ml_va_virama_ra ml_va_virama_va ml_ssa ml_ssa_virama_tta ml_ssa_virama_tta_virama_ra ml_ssa_virama_ttha ml_ssa_virama_pa ml_ssa_virama_ra ml_sa_virama_tha ml_ha ml_ha_sign_u ml_ha_sign_uu ml_ha_sign_vocalic_r ml_ha_virama_na ml_ha_virama_na_sign_u ml_ha_virama_na_sign_uu ml_ha_virama_ma ml_ha_virama_ra ml_digit_two ml_digit_three ml_digit_eight ml_fraction_one_sixteenth ml_fraction_one_eighth ml_pa_virama_la ml_pha_virama_la ml_ba_virama_la ml_ma_virama_la ml_va_virama_la ml_ha_virama_la ml_kha_sign_u ml_kha_sign_uu ml_tha_sign_u ml_tha_sign_uu ml_pa_sign_u ml_pa_sign_uu ml_pha_sign_u ml_pha_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_ma_sign_u ml_ma_sign_uu ml_la_sign_u ml_la_sign_uu ml_va_sign_u ml_va_sign_uu ml_ssa_sign_u ml_ssa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_na_virama_tha_sign_u ml_na_virama_tha_sign_uu ml_na_virama_ma_sign_u ml_na_virama_ma_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ma_virama_ma_sign_u ml_ma_virama_ma_sign_uu ml_ma_virama_pa_sign_u ml_ma_virama_pa_sign_uu ml_la_virama_la_sign_u ml_la_virama_la_sign_uu ml_va_virama_va_sign_u ml_va_virama_va_sign_uu ml_sa_virama_tha_sign_u ml_sa_virama_tha_sign_uu ml_ha_virama_ma_sign_u ml_ha_virama_ma_sign_uu ml_pa_virama_ra_sign_u ml_pa_virama_ra_sign_uu ml_pha_virama_ra_sign_u ml_pha_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu ml_ma_virama_ra_sign_u ml_ma_virama_ra_sign_uu ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu ml_va_virama_ra_sign_u ml_va_virama_ra_sign_uu ml_ha_virama_ra_sign_u ml_ha_virama_ra_sign_uu ml_ssa_virama_ra_sign_u ml_ssa_virama_ra_sign_uu]
   46       62    [six L Lslash registered ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_kha ml_nga_virama_nga ml_jha ml_ta_sign_u ml_ta_sign_vocalic_r ml_ta_virama_ta ml_ta_virama_ta_sign_u ml_ta_virama_ta_sign_uu ml_ta_virama_ta_sign_vocalic_r ml_ta_virama_ta_virama_ra ml_ta_virama_tha ml_ta_virama_na ml_ta_virama_bha ml_ta_virama_bha_sign_u ml_ta_virama_ma ml_ta_virama_sa ml_na_virama_ta_sign_uu Lacute Lcedilla Lcaron ml_kha_sign_u ml_kha_sign_uu ml_jha_sign_u ml_jha_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_ta_virama_tha_sign_u ml_ta_virama_tha_sign_uu ml_ta_virama_sa_sign_u ml_ta_virama_sa_sign_uu ml_ta_virama_ma_sign_u ml_ta_virama_ma_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_uu]
    4       61    [ml_nna_virama_dda ml_sa_virama_tha ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu]
    5       60    [K ml_digit_nine ml_number_one_thousand ml_fraction_three_quarters ml_fraction_one_eighth]
    5       59    [ml_gha ml_gha_sign_u ml_gha_sign_uu]
    1       58    [ml_ta_virama_bha]
   16       57    [mu tt ml_e ml_ee ml_ai ml_cha_sign_u ml_cha_sign_uu ml_ta_sign_uu ml_ta_virama_tha ml_fraction_three_sixteenths ml_ta_virama_tha_sign_u ml_ta_virama_tha_sign_uu]
   20       54    [commaaccent u ml_sign_ee ml_sign_oo ucircumflex uacute ncedilla uring umacron ugrave udieresis utilde ubreve uogonek uhungarumlaut scommaaccent tcommaaccent Scommaaccent]
    6       53    [uni3A9 ml_ya_virama_ya ml_ya_sign_u ml_ya_sign_uu ml_ya_virama_ya_sign_u ml_ya_virama_ya_sign_uu]
  269       52    [zero C G J O Oslash a ae copyright e ft o oe oslash p t thorn ml_a ml_aa ml_vocalic_l ml_ai ml_o ml_oo ml_au ml_ka ml_ka_sign_u ml_ka_sign_uu ml_ka_sign_vocalic_r ml_ka_virama_ka ml_ka_virama_ka_sign_u ml_ka_virama_ka_sign_uu ml_ka_virama_ka_virama_ra ml_ka_virama_ta ml_ka_virama_ta_virama_ra ml_ka_virama_ra ml_ka_virama_ssa ml_ga ml_ga_sign_u ml_ga_sign_uu ml_ga_sign_vocalic_r ml_ga_virama_ga ml_ga_virama_da ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_ga_virama_na ml_ga_virama_na_sign_u ml_ga_virama_na_sign_uu ml_ga_virama_ma ml_ga_virama_ra ml_nga ml_nga_virama_ka ml_nga_virama_ka_sign_u ml_nga_virama_ka_sign_uu ml_nga_virama_ka_sign_vocalic_r ml_ja_virama_nya ml_jha ml_nya ml_nya_virama_ca ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_nya_virama_nya ml_tta_virama_ra ml_ttha ml_dda ml_dda_sign_vocalic_r ml_dda_virama_dda ml_dda_virama_ddha ml_dda_virama_ra ml_ddha ml_nna ml_nna_sign_u ml_nna_sign_uu ml_nna_virama_tta ml_nna_virama_tta_virama_ra ml_nna_virama_ttha ml_nna_virama_dda ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu ml_nna_virama_ma ml_da_virama_dha ml_da_virama_dha_virama_ra ml_dha ml_dha_sign_vocalic_r ml_dha_virama_ra ml_na_sign_u ml_na_sign_uu ml_na_virama_dha ml_na_virama_dha_virama_ra ml_na_virama_na_sign_u ml_na_virama_na_sign_uu ml_nnna ml_ba ml_ba_sign_vocalic_r ml_ba_virama_da ml_ba_virama_ba ml_ba_virama_ra ml_ya ml_ya_virama_ya ml_ra_sign_u ml_sha ml_sha_sign_u ml_sha_sign_uu ml_sha_sign_vocalic_r ml_sha_virama_ca ml_sha_virama_ra ml_sa ml_sa_sign_vocalic_r ml_sa_virama_tha ml_sa_virama_pa ml_sa_virama_ra ml_sa_virama_sa ml_ha_virama_na_sign_u ml_ha_virama_na_sign_uu ml_sign_aa ml_sign_e ml_sign_ai ml_sign_o ml_sign_au ml_para ml_chillu_y ml_chillu_lll ml_archaic_ii ml_vocalic_ll ml_digit_zero ml_number_ten ml_date_mark ml_chillu_nn ml_chillu_n ml_chillu_rr ml_chillu_l ml_chillu_ll ml_chillu_k acircumflex ecircumflex ocircumflex Ccircumflex Gcircumflex Ocircumflex aacute eacute oacute Cacute Oacute Ccedilla Gcedilla aring amacron emacron omacron Omacron agrave egrave ograve Ograve acaron ecaron tcaron Ccaron adieresis edieresis odieresis Odieresis edotaccent Cdotaccent Gdotaccent atilde otilde Otilde abreve Gbreve aogonek eogonek ohungarumlaut Ohungarumlaut ml_ka_virama_la ml_ga_virama_la ml_ba_virama_la ml_sha_virama_la ml_sa_virama_la ml_nga_sign_u ml_nga_sign_uu ml_jha_sign_u ml_jha_sign_uu ml_nya_sign_u ml_nya_sign_uu ml_ttha_sign_u ml_ttha_sign_uu ml_dda_sign_u ml_dda_sign_uu ml_ddha_sign_u ml_ddha_sign_uu ml_dha_sign_u ml_dha_sign_uu ml_ba_sign_u ml_ba_sign_uu ml_ya_sign_u ml_ya_sign_uu ml_sa_sign_u ml_sa_sign_uu ml_ka_virama_ssa_sign_u ml_ka_virama_ssa_sign_uu ml_ga_virama_da_sign_u ml_ga_virama_da_sign_uu ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu ml_nya_virama_ca_sign_u ml_nya_virama_ca_sign_uu ml_ja_virama_nya_sign_u ml_ja_virama_nya_sign_uu ml_nya_virama_nya_sign_u ml_nya_virama_nya_sign_uu ml_nna_virama_dda_sign_u ml_nna_virama_dda_sign_uu ml_nna_virama_tta_sign_u ml_nna_virama_tta_sign_uu ml_nna_virama_ma_sign_u ml_nna_virama_ma_sign_uu ml_da_virama_dha_sign_u ml_da_virama_dha_sign_uu ml_na_virama_dha_sign_u ml_na_virama_dha_sign_uu ml_ba_virama_ba_sign_u ml_ba_virama_ba_sign_uu ml_ya_virama_ya_sign_u ml_ya_virama_ya_sign_uu ml_sha_virama_ca_sign_u ml_sha_virama_ca_sign_uu ml_sa_virama_sa_sign_u ml_sa_virama_sa_sign_uu ml_sa_virama_tha_sign_u ml_sa_virama_tha_sign_uu ml_ka_virama_ra_sign_u ml_ka_virama_ra_sign_uu ml_ka_virama_ka_virama_ra_sign_u ml_ka_virama_ka_virama_ra_sign_uu ml_ka_virama_ta_virama_ra_sign_u ml_ka_virama_ta_virama_ra_sign_uu ml_ga_virama_ra_sign_u ml_ga_virama_ra_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu ml_tta_virama_ra_sign_u ml_tta_virama_ra_sign_uu ml_dda_virama_ra_sign_u ml_dda_virama_ra_sign_uu ml_nna_virama_tta_virama_ra_sign_u ml_nna_virama_tta_virama_ra_sign_uu ml_dha_virama_ra_sign_u ml_dha_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_uu ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu ml_ba_virama_ra_sign_u ml_ba_virama_ra_sign_uu ml_sha_virama_ra_sign_u ml_sha_virama_ra_sign_uu ml_sa_virama_ra_sign_u ml_sa_virama_ra_sign_uu]
   23       51    [D Dcroat E Eth Z bracketleft bracketright z Ecircumflex zacute Eacute Zacute Emacron Egrave zcaron Dcaron Ecaron Zcaron Edieresis zdotaccent Edotaccent Zdotaccent Eogonek]
   31       50    [u x uni3A9 ml_au ml_nga ml_na_virama_da ucircumflex uacute uring umacron ugrave udieresis utilde ubreve uogonek uhungarumlaut ml_nga_sign_u ml_nga_sign_uu ml_na_virama_da_sign_u ml_na_virama_da_sign_uu]
    3       49    [d dcroat dcaron]
   13       48    [ae b ml_ka ml_nga_virama_nga ml_pa_virama_ta ml_pa_virama_na ml_pa_virama_pa ml_ka_virama_la ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu ml_pa_virama_pa_sign_u ml_pa_virama_pa_sign_uu]
   23       47    [S s ml_nga_virama_nga ml_tta ml_bha ml_digit_two ml_digit_eight scircumflex Scircumflex sacute Sacute scedilla Scedilla scaron Scaron ml_tta_sign_u ml_tta_sign_uu ml_nga_virama_nga_sign_u ml_nga_virama_nga_sign_uu]
   13       46    [OE c cent d dcroat q ccircumflex cacute ccedilla ccaron dcaron cdotaccent]
    7       45    [hbar plusminus sterling ml_nga_virama_ka ml_fraction_one_fortieth ml_fraction_one_tenth ml_fraction_one_half]
    3       44    [ml_cha ml_cha_sign_u ml_cha_sign_uu]
    1       43    [ml_fraction_three_quarters]
   14       42    [ml_e ml_ee ml_ai ml_pha_virama_rra_virama_rra ml_llla ml_sign_au uni1E9E ml_llla_sign_u ml_llla_sign_uu]
    3       41    [ml_bha_sign_uu ml_ra_sign_u]
    3       40    [germandbls ml_rra_sign_u ml_rra_sign_uu]
    1       38    [ml_au]
   95       36    [one A B D E Eng F H I IJ K L Lslash M N P R T X Y f ff fi ft h hbar i ij k l lslash m n r underscore x yen ml_vocalic_rr hcircumflex Acircumflex Ecircumflex Hcircumflex Icircumflex Ycircumflex lacute nacute racute Aacute Eacute Iacute Lacute Nacute Racute Yacute kcedilla lcedilla ncedilla rcedilla Kcedilla Lcedilla Ncedilla Rcedilla Aring Amacron Emacron Imacron Agrave Egrave Igrave Ygrave lcaron ncaron rcaron Acaron Dcaron Ecaron Lcaron Ncaron Rcaron Tcaron Adieresis Edieresis Idieresis Ydieresis Edotaccent Idotaccent ntilde Atilde Itilde Ntilde Abreve Aogonek Eogonek Iogonek Tcommaaccent]
   39       35    [three eight Euro Q U eth ml_anusvara ml_i ml_ii ml_u ml_uu ml_nga_virama_ka_virama_ra ml_ta_virama_sa ml_lla ml_lla_virama_lla ml_fraction_one_twentieth ml_fraction_three_twentieths ml_fraction_one_fifth ml_archaic_ii ml_digit_seven ml_fraction_three_sixteenths Ucircumflex Uacute Uring Umacron Ugrave Udieresis Utilde Ubreve Uogonek Uhungarumlaut ml_lla_sign_u ml_lla_sign_uu ml_ta_virama_sa_sign_u ml_ta_virama_sa_sign_uu ml_lla_virama_lla_sign_u ml_lla_virama_lla_sign_uu ml_nga_virama_ka_virama_ra_sign_u ml_nga_virama_ka_virama_ra_sign_uu]
   11       34    [ml_o ml_oo ml_ga_virama_da ml_da ml_da_virama_da ml_da_sign_u ml_da_sign_uu ml_ga_virama_da_sign_u ml_ga_virama_da_sign_uu ml_da_virama_da_sign_u ml_da_virama_da_sign_uu]
   19       33    [a ml_ka_sign_u ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_nga_virama_ka_sign_u acircumflex aacute aring amacron agrave acaron adieresis atilde abreve aogonek ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu]
    1       32    [ml_ka_virama_ka_sign_u]
    4       31    [five braceleft braceright ml_nna_virama_ttha]
   24       26    [ogonek ogonekcmb percent ml_vedic_anusvara ml_e ml_ee ml_ai ml_pha_virama_ra eogonek Uogonek ml_ga_virama_ma_sign_u ml_ga_virama_ma_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu ml_ta_virama_ta_virama_ra_sign_u ml_ta_virama_ta_virama_ra_sign_uu ml_na_virama_dha_virama_ra_sign_u ml_na_virama_dha_virama_ra_sign_uu ml_pha_virama_ra_sign_u ml_pha_virama_ra_sign_uu ml_bha_virama_ra_sign_u ml_bha_virama_ra_sign_uu]
    7       25    [ml_tta_sign_vocalic_r ml_da_virama_dha ml_da_virama_dha_virama_ra ml_da_virama_dha_sign_u ml_da_virama_dha_sign_uu ml_da_virama_dha_virama_ra_sign_u ml_da_virama_dha_virama_ra_sign_uu]
    1       24    [IJ]
    4       23    [u_drop_sign uu_drop_sign]
    3       22    [ml_ii ml_sa_virama_ta_virama_ra ml_llla_sign_u]
    5       20    [ml_sha_virama_na ml_sha_virama_sha ml_sha_virama_sha_sign_u ml_sha_virama_sha_sign_uu ml_sa_virama_ta]
   18       19    [ml_na_virama_rra ml_rra_virama_rra ml_sa_virama_na ml_sa_virama_rra_virama_rra ml_sa_virama_sa ml_sign_vocalic_l ml_sign_vocalic_ll ml_chillu_n_virama_rra ml_na_virama_rra_sign_u ml_na_virama_rra_sign_uu ml_chillu_n_virama_rra_sign_u ml_chillu_n_virama_rra_sign_uu ml_sa_virama_sa_sign_u ml_sa_virama_sa_sign_uu ml_rra_virama_rra_sign_u ml_rra_virama_rra_sign_uu]
    4       18    [ml_uu ml_nna_virama_nna ml_nna_virama_nna_sign_u ml_nna_virama_nna_sign_uu]
    1       17    [ml_au_length_mark]
    5       14    [ml_ja ml_ja_sign_u ml_ja_sign_uu ml_ja_virama_ja_sign_u ml_ja_virama_ja_sign_uu]
    1        9    [ml_ja]
    1        2    [ml_pa_virama_rra_virama_rra]
   27        0    [ml_ka_virama_rra_virama_rra ml_ja_virama_ja ml_ja_virama_ra ml_nya_virama_ja ml_nya_virama_ja_sign_u ml_nya_virama_ja_sign_uu ml_pa_virama_rra_virama_rra ml_pha_virama_rra_virama_rra ml_ma_virama_pa_virama_ra ml_la_virama_la ml_virama_la ml_ta_virama_la ml_pha_virama_la ml_ba_virama_la ml_ma_virama_la ml_va_virama_la ml_sha_virama_la ml_sa_virama_la ml_ha_virama_la ml_la_virama_la_sign_u ml_la_virama_la_sign_uu ml_ja_virama_ra_sign_u ml_ja_virama_ra_sign_uu ml_ma_virama_pa_virama_ra_sign_u ml_ma_virama_pa_virama_ra_sign_uu]
    8       -1    [ml_ga_virama_da_virama_dha ml_ga_virama_da_virama_dha_virama_ra ml_da ml_ga_virama_la ml_ga_virama_da_virama_dha_sign_u ml_ga_virama_da_virama_dha_sign_uu ml_ga_virama_da_virama_dha_virama_ra_sign_u ml_ga_virama_da_virama_dha_virama_ra_sign_uu]
    2       -2    [ml_au ml_sign_au]
    1       -3    [ml_ka_virama_la]
